################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.3395324566681523E+00 a       531     0    22     1     6
 -3.1036413065030807E+01 a       532     0    22     1     7
 -7.3492604316390580E+00 a       533     0    22     1     8
 -1.3105131020445059E+01 a       534     0    22     1     9
  2.6502311502134419E+00 a       535     0    22     1    10
 -4.1650305538623220E+00 a       536     0    22     1    11
  2.4988967351946723E-01 a       537     0    22     1    12
  9.9768518351345818E+00 a       538     0    22     1    13
  2.2265593807262056E+00 a       539     0    22     1    14
  1.8704889181750911E+01 a       540     0    22     1    15
  6.9170252028910078E+00 a       541     0    22     1    16
  3.0906018146205216E+00 a       542     0    22     1    17
 -6.1764837902418268E-01 a       543     0    22     1    18
 -6.7736730885295735E+00 a       544     0    22     1    19
  7.8090336936634106E+00 a       545     0    22     1    20
  9.9076764612202339E+00 a       546     0    22     1    21
 -5.1973745858600473E-01 a       547     0    22     1    22
  1.5824430400682475E+01 a       548     0    22     1    23
  1.8492428646284111E+01 a       549     0    22     1    24
 -1.3041619331055013E+01 a       550     0    22     1    25
  1.8005964161225552E-01 a       551     0    23     1     1
 -1.0398825028224024E+00 a       552     0    23     1     2
 -1.2793603265482725E-01 a       553     0    23     1     3
  5.7649348106774412E-01 a       554     0    23     1     4
  4.1032622455724360E-01 a       555     0    23     1     5
 -2.9619690250191753E-02 a       556     0    23     1     6
  4.8414469704731194E-01 a       557     0    23     1     7
  7.5437624146892368E-01 a       558     0    23     1     8
  9.4846360088961812E-01 a       559     0    23     1     9
  1.0830384523278379E-02 a       560     0    23     1    10
 -3.0264903368082807E-01 a       561     0    23     1    11
 -9.8899719285766532E-02 a       562     0    23     1    12
 -2.2263277088484781E-01 a       563     0    23     1    13
 -3.5317772387416807E-01 a       564     0    23     1    14
  1.0196172758480702E+00 a       565     0    23     1    15
 -6.9048551513102574E-02 a       566     0    23     1    16
 -3.9627493813866826E-01 a       567     0    23     1    17
 -6.1831426215502561E-01 a       568     0    23     1    18
  2.2558465338988434E-01 a       569     0    23     1    19
  1.0015038296257402E-01 a       570     0    23     1    20
  5.0053390524286512E-01 a       571     0    23     1    21
 -1.5131457079162711E+00 a       572     0    23     1    22
  7.5672421127468359E-01 a       573     0    23     1    23
  1.2328642023266974E+00 a       574     0    23     1    24
  2.6666841378075656E-01 a       575     0    23     1    25
  2.5328339393488259E+00 a       576     0    24     1     1
 -2.4772513969985346E-01 a       577     0    24     1     2
  4.4135894010868792E+00 a       578     0    24     1     3
  8.5148940972789341E-02 a       579     0    24     1     4
  4.4088953065080325E+00 a       580     0    24     1     5
  1.4077528257757113E-01 a       581     0    24     1     6
  3.0078571804452494E+00 a       582     0    24     1     7
 -1.4909574665869569E+00 a       583     0    24     1     8
  3.0331876951566022E-01 a       584     0    24     1     9
  1.9167983897791525E+00 a       585     0    24     1    10
 -3.7347256671813051E-01 a       586     0    24     1    11
 -2.5189244283697443E-01 a       587     0    24     1    12
  1.4425360044405473E+00 a       588     0    24     1    13
  1.6238530040613968E+00 a       589     0    24     1    14
 -7.0867465221406434E-01 a       590     0    24     1    15
  6.7836253374133604E-01 a       591     0    24     1    16
 -2.7194355894656148E+00 a       592     0    24     1    17
 -1.2640027596067829E+00 a       593     0    24     1    18
 -3.1700706072112311E-01 a       594     0    24     1    19
  8.6816713243800669E-01 a       595     0    24     1    20
  5.6156998119881707E-01 a       596     0    24     1    21
  7.5444550242101815E+00 a       597     0    24     1    22
  1.5614961358863777E+00 a       598     0    24     1    23
  3.4043465718384147E+00 a       599     0    24     1    24
 -2.8074856316524321E-01 a       600     0    24     1    25
  1.5097127618984279E+01 a       601     0    25     1     1
  1.7987865765603857E-02 a       602     0    25     1     2
  9.5475986593037501E+00 a       603     0    25     1     3
 -1.4362820500519995E+00 a       604     0    25     1     4
  8.5351258000556669E+00 a       605     0    25     1     5
  5.2016155484729971E+00 a       606     0    25     1     6
  1.2304307115418649E+01 a       607     0    25     1     7
 -4.4503546098259799E+00 a       608     0    25     1     8
 -1.0663141304444380E+01 a       609     0    25     1     9
  1.8543009604216955E+01 a       610     0    25     1    10
 -1.6077511702727243E+00 a       611     0    25     1    11
  2.4331385468834846E-01 a       612     0    25     1    12
  4.7408039725160034E+00 a       613     0    25     1    13
  6.0923312224757242E-01 a       614     0    25     1    14
 -5.3635569553147509E+00 a       615     0    25     1    15
  1.4504020273801597E+00 a       616     0    25     1    16
 -7.1258047661753521E+00 a       617     0    25     1    17
  1.4497386233680913E+01 a       618     0    25     1    18
  1.1020578811890482E+00 a       619     0    25     1    19
  1.7418256029802561E+00 a       620     0    25     1    20
  1.4288176707077109E+00 a       621     0    25     1    21
  1.4782723383899249E+01 a       622     0    25     1    22
 -1.1536761718244288E+00 a       623     0    25     1    23
  1.3319961658332190E+01 a       624     0    25     1    24
 -3.2959754961882211E+00 a       625     0    25     1    25
  1.2781161826731784E+00 a       626     0    26     1     1
  1.3650842939609287E+00 a       627     0    26     1     2
  7.5087710419173759E-01 a       628     0    26     1     3
  2.1144451326119446E-01 a       629     0    26     1     4
  7.5895891310617039E-02 a       630     0    26     1     5
 -1.3777268782172514E-01 a       631     0    26     1     6
 -1.9936382929127487E+00 a       632     0    26     1     7
  6.8193272804935989E-01 a       633     0    26     1     8
  2.2621496297944099E+00 a       634     0    26     1     9
 -8.5598458382245290E-01 a       635     0    26     1    10
  1.8507641346083907E+00 a       636     0    26     1    11
  5.2381953244702761E-01 a       637     0    26     1    12
 -1.1183154939127438E+00 a       638     0    26     1    13
  8.8183448045692570E-01 a       639     0    26     1    14
 -1.1875062748783771E+00 a       640     0    26     1    15
  4.9541845276328211E-01 a       641     0    26     1    16
  1.0394682475194232E+00 a       642     0    26     1    17
 -2.5243153700018812E+00 a       643     0    26     1    18
  2.6731458982545497E-01 a       644     0    26     1    19
 -4.3040341651098067E-02 a       645     0    26     1    20
  1.8819103544666183E-01 a       646     0    26     1    21
 -1.8890075668297941E+00 a       647     0    26     1    22
  4.8340720524852804E-01 a       648     0    26     1    23
 -3.5684897326166314E+00 a       649     0    26     1    24
  7.9061859055008543E-01 a       650     0    26     1    25
 -1.4834099451366887E+01 a       651     0    27     1     1
 -3.4451271776799923E+00 a       652     0    27     1     2
 -2.2097266287761079E+00 a       653     0    27     1     3
  3.0986610275637022E-01 a       654     0    27     1     4
  8.9388809207654187E+00 a       655     0    27     1     5
 -6.4804670997311242E-01 a       656     0    27     1     6
  1.0828638087913696E+01 a       657     0    27     1     7
  9.2787393114395726E+00 a       658     0    27     1     8
  5.1480699408252040E+00 a       659     0    27     1     9
 -5.2860042983831903E+00 a       660     0    27     1    10
  2.8479604867759973E+00 a       661     0    27     1    11
 -7.8076455195759975E-01 a       662     0    27     1    12
 -7.2840211987305050E+00 a       663     0    27     1    13
 -2.7864178268512712E+00 a       664     0    27     1    14
 -1.0017324010277576E+01 a       665     0    27     1    15
 -6.0433955374642689E+00 a       666     0    27     1    16
  1.4706775391500682E+00 a       667     0    27     1    17
  4.8866781812247417E+00 a       668     0    27     1    18
  1.9190129785591548E+00 a       669     0    27     1    19
 -4.8671125306023333E+00 a       670     0    27     1    20
 -8.1906947459241781E+00 a       671     0    27     1    21
 -7.3580146727908788E+00 a       672     0    27     1    22
 -1.3654869224599349E+01 a       673     0    27     1    23
 -1.6374779719881236E+01 a       674     0    27     1    24
  1.2833823238026334E+01 a       675     0    27     1    25
  1.3345606446277474E+00 a       676     0    28     1     1
  7.6937304218764124E-01 a       677     0    28     1     2
  1.1902350819851942E-01 a       678     0    28     1     3
  6.2003200407905669E-02 a       679     0    28     1     4
  8.0033675890117817E-01 a       680     0    28     1     5
  3.2733347631597887E-01 a       681     0    28     1     6
  1.8817737082174812E-01 a       682     0    28     1     7
 -5.2003100282767711E-01 a       683     0    28     1     8
  1.5291461170078315E+00 a       684     0    28     1     9
  4.8508567799531743E-01 a       685     0    28     1    10
 -6.2066389389866439E-01 a       686     0    28     1    11
  1.7973273446447421E-01 a       687     0    28     1    12
 -1.2872440058673806E-01 a       688     0    28     1    13
  3.1334365190605762E-01 a       689     0    28     1    14
  4.0253841109471461E-01 a       690     0    28     1    15
  5.5556179499481861E-01 a       691     0    28     1    16
  9.0920119881216910E-01 a       692     0    28     1    17
 -1.0780242724160545E+00 a       693     0    28     1    18
  6.7121178509875901E-01 a       694     0    28     1    19
 -7.1979235557470123E-01 a       695     0    28     1    20
  4.7074312300385918E-02 a       696     0    28     1    21
  1.3958244717114743E+00 a       697     0    28     1    22
 -1.5026797687198343E-01 a       698     0    28     1    23
 -3.9140117645206129E-01 a       699     0    28     1    24
 -5.4170383072095629E-01 a       700     0    28     1    25
 -6.1931318543956833E+00 a       701     0    29     1     1
  6.4115297121039934E+00 a       702     0    29     1     2
 -4.9021232699059665E+00 a       703     0    29     1     3
 -1.9023729597080834E+01 a       704     0    29     1     4
  4.2926113779724222E+00 a       705     0    29     1     5
 -1.4875358954018274E+00 a       706     0    29     1     6
 -4.2278855649094886E+00 a       707     0    29     1     7
 -6.6058164773301009E-01 a       708     0    29     1     8
 -1.4378299861565196E+01 a       709     0    29     1     9
 -2.5806900672832409E+00 a       710     0    29     1    10
 -8.8093716949631382E+00 a       711     0    29     1    11
 -4.7699900905233689E-01 a       712     0    29     1    12
  9.3148994416031505E-01 a       713     0    29     1    13
 -6.9703245840359198E+00 a       714     0    29     1    14
 -1.2565581561450617E+01 a       715     0    29     1    15
  2.9511679484106779E+00 a       716     0    29     1    16
 -6.8796783748315091E+00 a       717     0    29     1    17
  3.3751355844564581E+00 a       718     0    29     1    18
 -3.4192267405710215E+00 a       719     0    29     1    19
 -4.5998310740641539E+00 a       720     0    29     1    20
  1.4252176100867901E+01 a       721     0    29     1    21
  3.2594414783366910E+00 a       722     0    29     1    22
  6.8326309214708987E+00 a       723     0    29     1    23
  1.0558549052599481E+01 a       724     0    29     1    24
 -2.4181641533931271E+00 a       725     0    29     1    25
  2.2599701557090129E-01 a       726     0    30     1     1
 -1.4046932590836161E+00 a       727     0    30     1     2
  1.7524102932528873E+00 a       728     0    30     1     3
  6.5951288082337705E+00 a       729     0    30     1     4
 -3.0347001729149938E+00 a       730     0    30     1     5
  5.2375573936512598E-01 a       731     0    30     1     6
 -1.4642371098270246E+00 a       732     0    30     1     7
 -3.9064925625359104E-01 a       733     0    30     1     8
  2.7554970256593023E+00 a       734     0    30     1     9
  1.2704330560536342E-01 a       735     0    30     1    10
  2.0170623353044435E+00 a       736     0    30     1    11
  8.9089277510205955E-02 a       737     0    30     1    12
  2.9041704918853845E-01 a       738     0    30     1    13
  2.9123576647845000E+00 a       739     0    30     1    14
  4.6584290378508237E+00 a       740     0    30     1    15
  6.1306864747475398E-01 a       741     0    30     1    16
  8.3327662200024716E-02 a       742     0    30     1    17
 -3.9068665512591640E+00 a       743     0    30     1    18
  1.4586759805741212E-01 a       744     0    30     1    19
  1.7387097271992582E+00 a       745     0    30     1    20
 -1.5729745772545187E+00 a       746     0    30     1    21
 -3.8917247618604411E-01 a       747     0    30     1    22
  2.1867499514150075E+00 a       748     0    30     1    23
 -2.0567591817332480E+00 a       749     0    30     1    24
 -1.9802347491987928E+00 a       750     0    30     1    25
 -3.1199309377757229E+00 a       751     0    31     1     1
 -6.7308342425614081E+00 a       752     0    31     1     2
  3.4512817523152861E-01 a       753     0    31     1     3
  1.7613256921681671E+01 a       754     0    31     1     4
 -8.5857782578951678E+00 a       755     0    31     1     5
 -3.8773990386319923E-01 a       756     0    31     1     6
 -2.2088772092305393E+00 a       757     0    31     1     7
  2.0588050469005892E+00 a       758     0    31     1     8
  1.7319979449702153E+01 a       759     0    31     1     9
 -8.3466209405084406E+00 a       760     0    31     1    10
  7.6798461521753092E+00 a       761     0    31     1    11
 -5.2117020817749785E-02 a       762     0    31     1    12
 -1.7064611476127225E+00 a       763     0    31     1    13
  5.2827523707231094E+00 a       764     0    31     1    14
  1.5041738771544109E+01 a       765     0    31     1    15
 -2.9333152273063994E+00 a       766     0    31     1    16
  8.6280961051797043E+00 a       767     0    31     1    17
 -5.4620514847699946E+00 a       768     0    31     1    18
  2.4656695588980213E+00 a       769     0    31     1    19
  4.2117245966995496E+00 a       770     0    31     1    20
 -1.2233861944930178E+01 a       771     0    31     1    21
 -9.4541075644185302E+00 a       772     0    31     1    22
 -3.5756196654402723E+00 a       773     0    31     1    23
 -8.4066663435099045E+00 a       774     0    31     1    24
  4.0723780034353316E+00 a       775     0    31     1    25
  2.5990019793972738E+00 a       776     0    32     1     1
 -6.0687306662699321E+00 a       777     0    32     1     2
  4.6486498655440558E+00 a       778     0    32     1     3
  2.1310649359188659E+01 a       779     0    32     1     4
 -8.3361651995816732E+00 a       780     0    32     1     5
  1.5371288850615603E+00 a       781     0    32     1     6
 -5.0219395681270607E-01 a       782     0    32     1     7
  3.0813455518403442E-02 a       783     0    32     1     8
  1.4374632510120673E+01 a       784     0    32     1     9
 -7.0131915243111886E-01 a       785     0    32     1    10
  8.0962068639503464E+00 a       786     0    32     1    11
  2.5294496637322034E-01 a       787     0    32     1    12
 -5.5086198035197409E-01 a       788     0    32     1    13
  8.4481266024182879E+00 a       789     0    32     1    14
  1.5383118012003825E+01 a       790     0    32     1    15
 -1.4157861813354313E+00 a       791     0    32     1    16
  5.6721899888670810E+00 a       792     0    32     1    17
 -7.5143910484880587E+00 a       793     0    32     1    18
  2.9425633058634508E+00 a       794     0    32     1    19
  4.7947097205463001E+00 a       795     0    32     1    20
 -1.1838492239713748E+01 a       796     0    32     1    21
 -4.5213190663661074E+00 a       797     0    32     1    22
 -1.6091756116246279E+00 a       798     0    32     1    23
 -9.8467789927237437E+00 a       799     0    32     1    24
 -6.1320717154625959E-01 a       800     0    32     1    25
 -3.1515178231471470E+00 a       801     0    33     1     1
  2.3963886316361132E+00 a       802     0    33     1     2
 -5.8680926986619664E-01 a       803     0    33     1     3
 -5.0872723585713935E+00 a       804     0    33     1     4
 -1.8026747136108074E+00 a       805     0    33     1     5
 -3.9173570027080495E-01 a       806     0    33     1     6
 -3.4116323901627470E+00 a       807     0    33     1     7
  7.2249921094949154E-02 a       808     0    33     1     8
 -5.5725834599328206E+00 a       809     0    33     1     9
 -2.7006761180225216E+00 a       810     0    33     1    10
 -1.1901731060797611E+00 a       811     0    33     1    11
 -7.4656326176729945E-02 a       812     0    33     1    12
  8.4450513528992610E-01 a       813     0    33     1    13
 -6.7251285050472798E-01 a       814     0    33     1    14
 -3.9635321256243872E+00 a       815     0    33     1    15
  7.2959639230737994E-01 a       816     0    33     1    16
 -1.4090860594258672E+00 a       817     0    33     1    17
  1.4020992895179225E+00 a       818     0    33     1    18
 -7.1100160278278668E-01 a       819     0    33     1    19
 -1.4628778547285055E+00 a       820     0    33     1    20
  2.0361225949346067E+00 a       821     0    33     1    21
 -2.3618729823396895E-01 a       822     0    33     1    22
 -2.3064384861599083E-01 a       823     0    33     1    23
  3.4151199454720671E+00 a       824     0    33     1    24
  9.7030884765200598E-01 a       825     0    33     1    25
  1.8017788000202293E+00 a       826     0    34     1     1
  7.7344385053271756E+00 a       827     0    34     1     2
 -4.8022287079208175E+00 a       828     0    34     1     3
 -2.1126659493507933E+01 a       829     0    34     1     4
  7.1987911888976930E+00 a       830     0    34     1     5
 -1.0357943001815049E+00 a       831     0    34     1     6
  5.0426524851302834E-01 a       832     0    34     1     7
 -1.4795239227129995E+00 a       833     0    34     1     8
 -1.4264713497878152E+01 a       834     0    34     1     9
  3.2608792632403238E+00 a       835     0    34     1    10
 -8.0364554385391269E+00 a       836     0    34     1    11
  4.0082172621553808E-02 a       837     0    34     1    12
  1.8680881044337936E+00 a       838     0    34     1    13
 -8.6623190154624918E+00 a       839     0    34     1    14
 -1.4443344290695807E+01 a       840     0    34     1    15
  2.3502004274134229E+00 a       841     0    34     1    16
 -5.4486150352488538E+00 a       842     0    34     1    17
  8.8219632476553187E+00 a       843     0    34     1    18
 -3.1105491718567961E+00 a       844     0    34     1    19
 -3.9362400590217494E+00 a       845     0    34     1    20
  1.3076204719212644E+01 a       846     0    34     1    21
  5.9192564943345873E+00 a       847     0    34     1    22
  3.3332394195039847E+00 a       848     0    34     1    23
  1.2848702036857800E+01 a       849     0    34     1    24
 -2.5679732665004869E+00 a       850     0    34     1    25
 -2.3327351699542107E+00 a       851     0    35     1     1
 -8.6155554044280125E-01 a       852     0    35     1     2
  6.3227952088247094E-02 a       853     0    35     1     3
 -8.5773458356380117E-01 a       854     0    35     1     4
  7.4480455418063651E-01 a       855     0    35     1     5
 -5.6572242238314030E-01 a       856     0    35     1     6
 -1.7008789064095979E+00 a       857     0    35     1     7
  7.9155278548589103E-01 a       858     0    35     1     8
  4.5529713750103490E-01 a       859     0    35     1     9
 -3.6178097730392085E+00 a       860     0    35     1    10
 -4.1616548849626056E-01 a       861     0    35     1    11
 -3.3555970309276761E-01 a       862     0    35     1    12
  7.3157027547479853E-02 a       863     0    35     1    13
 -7.6280490513536081E-01 a       864     0    35     1    14
 -1.4703841442901180E-01 a       865     0    35     1    15
 -1.2400497693160364E+00 a       866     0    35     1    16
  2.7412027469850275E-01 a       867     0    35     1    17
  6.2756322203869386E-01 a       868     0    35     1    18
  3.0007687961052071E-01 a       869     0    35     1    19
 -3.7283396439322330E-01 a       870     0    35     1    20
 -1.2537281119358537E+00 a       871     0    35     1    21
 -1.6452294518451329E+00 a       872     0    35     1    22
 -1.7254417863503502E+00 a       873     0    35     1    23
  4.8070991815917158E-01 a       874     0    35     1    24
  2.9565941578413244E+00 a       875     0    35     1    25
 -1.2223507566479996E+00 b       876     1     1
 -2.3326788917364807E-01 b       877     1     2
 -2.7755721468082845E-01 b       878     1     3
  2.3408777104944676E+00 b       879     1     4
  4.7327872302264273E-01 b       880     1     5
  8.6852206572117852E-01 b       881     1     6
 -1.0310041041940821E+00 b       882     1     7
 -8.8789866136026951E-01 b       883     1     8
  5.5627895502214482E-02 b       884     1     9
 -6.2143664743508475E-01 b       885     1    10
 -1.4650529128385144E+00 b       886     1    11
  2.4698514962956768E+00 b       887     1    12
  5.6100516449427185E-01 b       888     1    13
  4.0989277134691410E-01 b       889     1    14
 -8.5805466066976943E-01 b       890     1    15
  3.3062994912266380E-01 b       891     1    16
  1.6365520317846768E-01 b       892     1    17
  2.7101784840217111E+00 b       893     1    18
 -7.8412780784135183E-01 b       894     1    19
 -4.5582854952041213E-01 b       895     1    20
 -7.6840507828011592E-02 b       896     1    21
 -7.0169837746076580E-01 b       897     1    22
 -7.1324301584089678E-01 b       898     1    23
  1.3715254221010387E+00 b       899     1    24
  1.6017949448844775E+00 b       900     1    25
  7.8685281765958603E-01 a       901     1     1     2     1
  8.2826006471543123E-01 a       902     1     1     2     2
 -9.9335754059792192E-01 a       903     1     1     2     3
  5.3492228437354117E-01 a       904     1     1     2     4
  5.5028666321704500E-01 a       905     1     1     2     5
  2.0196732494940317E-01 a       906     1     1     2     6
  1.0827823603122193E+00 a       907     1     1     2     7
  6.6954746969150480E-01 a       908     1     1     2     8
  1.3883737413523258E+00 a       909     1     1     2     9
  1.6057713866518875E-01 a       910     1     1     2    10
 -6.2998375403217677E-01 a       911     1     1     2    11
  7.0474158823168140E-02 a       912     1     1     2    12
  8.9890138008953235E-01 a       913     1     1     2    13
 -2.6485801151911823E+00 a       914     1     1     2    14
  2.1957631344320461E-01 a       915     1     1     2    15
  4.6491075919679447E-03 a       916     1     1     2    16
 -1.0847283080060415E+00 a       917     1     1     2    17
  1.7876345101562476E-02 a       918     1     1     2    18
  4.5711641873900137E-02 a       919     1     1     2    19
  1.9323706792332347E+00 a       920     1     1     2    20
 -9.1657762778660701E-01 a       921     1     1     2    21
 -2.8729575785243128E-01 a       922     1     1     2    22
  1.4238510215723459E+00 a       923     1     1     2    23
  1.8059478382705657E-01 a       924     1     1     2    24
  2.0387757608456861E-01 a       925     1     1     2    25
  5.5142299499980807E-01 a       926     1     2     2     1
  4.2137944735253141E-01 a       927     1     2     2     2
 -2.9052338883104284E-01 a       928     1     2     2     3
  5.1871311721938973E-01 a       929     1     2     2     4
  2.1790439129243919E-01 a       930     1     2     2     5
  8.8038643804833538E-01 a       931     1     2     2     6
 -3.0177014659304464E+00 a       932     1     2     2     7
  1.0868751027413617E+00 a       933     1     2     2     8
 -1.7681900685311414E+00 a       934     1     2     2     9
  1.3768310193951885E+00 a       935     1     2     2    10
  1.6794429909406847E+00 a       936     1     2     2    11
  5.2379812668839965E-01 a       937     1     2     2    12
 -5.1480438867211853E-01 a       938     1     2     2    13
 -6.9270924657340993E-01 a       939     1     2     2    14
 -9.1178229668769803E-02 a       940     1     2     2    15
  6.7313269845603119E-01 a       941     1     2     2    16
 -4.6793485658630711E+00 a       942     1     2     2    17
  7.9484506598147397E-01 a       943     1     2     2    18
  1.5003313187979208E+00 a       944     1     2     2    19
 -1.0605747906797229E+00 a       945     1     2     2    20
 -1.0457283373789883E+00 a       946     1     2     2    21
  4.8254278262645312E-01 a       947     1     2     2    22
  8.3974277225635929E-01 a       948     1     2     2    23
 -9.6839918632714783E-01 a       949     1     2     2    24
  3.8083062778572513E-01 a       950     1     2     2    25
  6.9534620106796574E-01 a       951     1     3     2     1
  9.2292824139429663E-01 a       952     1     3     2     2
  5.2080998175926971E-02 a       953     1     3     2     3
 -4.8183415634475917E-02 a       954     1     3     2     4
 -1.2611235040234650E-01 a       955     1     3     2     5
  4.2279139253069992E-01 a       956     1     3     2     6
 -1.2601319289692148E+00 a       957     1     3     2     7
  4.4091479825128993E-01 a       958     1     3     2     8
  2.0083329393253657E+00 a       959     1     3     2     9
  6.4745821400521630E-01 a       960     1     3     2    10
 -5.7211808883406778E-01 a       961     1     3     2    11
  7.4114962146358021E-01 a       962     1     3     2    12
  1.7242100022377029E+00 a       963     1     3     2    13
 -7.0189812730431145E-01 a       964     1     3     2    14
  6.6128407396386268E-01 a       965     1     3     2    15
  1.5530140059035913E+00 a       966     1     3     2    16
  8.9180089410815538E-02 a       967     1     3     2    17
  3.3648405283041705E-01 a       968     1     3     2    18
 -1.0495515603193857E+00 a       969     1     3     2    19
 -2.4016955809680320E+00 a       970     1     3     2    20
 -1.7960000297772731E+00 a       971     1     3     2    21
  1.3335609950727503E-01 a       972     1     3     2    22
  4.3601571879060605E+00 a       973     1     3     2    23
 -6.0651462497962927E-01 a       974     1     3     2    24
  5.5602179572430543E-01 a       975     1     3     2    25
 -1.0511643782907150E+00 a       976     1     4     2     1
 -1.1788959953597719E-01 a       977     1     4     2     2
 -8.6146615551965011E-01 a       978     1     4     2     3
 -5.8342916601576098E+00 a       979     1     4     2     4
 -9.9866893809938947E-02 a       980     1     4     2     5
  8.2903257300015487E-01 a       981     1     4     2     6
  5.7097473252955382E+00 a       982     1     4     2     7
 -1.2906442006753094E+00 a       983     1     4     2     8
 -2.1157768378783963E+00 a       984     1     4     2     9
  3.9178539823187647E-01 a       985     1     4     2    10
  2.6329792275430208E-01 a       986     1     4     2    11
 -1.7692930443057677E+00 a       987     1     4     2    12
  3.8168489934740180E-01 a       988     1     4     2    13
  6.0527961825964125E+00 a       989     1     4     2    14
  3.3898489890620365E-01 a       990     1     4     2    15
 -1.6006167358552731E-01 a       991     1     4     2    16
 -1.0985249805486608E+00 a       992     1     4     2    17
 -2.2240865712184413E-01 a       993     1     4     2    18
 -5.0680262311574511E+00 a       994     1     4     2    19
  2.3109335359493359E+00 a       995     1     4     2    20
  6.6576884391682178E-01 a       996     1     4     2    21
  3.9417098902045672E-01 a       997     1     4     2    22
  1.2205262832836936E+00 a       998     1     4     2    23
 -5.5597207969701556E-01 a       999     1     4     2    24
 -6.0954714027718460E-01 a      1000     1     4     2    25
  5.8689945321097470E-01 a      1001     1     5     2     1
 -7.2397521212227145E-01 a      1002     1     5     2     2
 -1.2470237389256206E-01 a      1003     1     5     2     3
 -2.0823204839279663E+00 a      1004     1     5     2     4
 -1.0428840974851712E+00 a      1005     1     5     2     5
  7.8931741785421250E-01 a      1006     1     5     2     6
 -1.8418189260224467E+00 a      1007     1     5     2     7
  1.6324996967582375E+00 a      1008     1     5     2     8
 -2.5048755653461030E-01 a      1009     1     5     2     9
 -2.4861756465810795E-02 a      1010     1     5     2    10
  2.8484859030183890E-01 a      1011     1     5     2    11
  5.5421967764869018E-01 a      1012     1     5     2    12
 -9.1337776366572598E-01 a      1013     1     5     2    13
  4.3187354835643005E-01 a      1014     1     5     2    14
  6.6490019785883092E-01 a      1015     1     5     2    15
  1.3306969845202082E-01 a      1016     1     5     2    16
  4.5921814285944631E+00 a      1017     1     5     2    17
  3.1450638857080748E-01 a      1018     1     5     2    18
  1.1460282440027929E+00 a      1019     1     5     2    19
 -1.0633693283354022E+00 a      1020     1     5     2    20
  1.0090967630529865E-01 a      1021     1     5     2    21
 -8.6493038449783108E-02 a      1022     1     5     2    22
 -3.7505728216936620E+00 a      1023     1     5     2    23
 -9.6760699312801235E-02 a      1024     1     5     2    24
 -6.8797703111726394E-01 a      1025     1     5     2    25
 -6.6783101142921186E-01 a      1026     1     6     2     1
 -1.4949320450124999E+00 a      1027     1     6     2     2
 -1.0847082582499765E+00 a      1028     1     6     2     3
  7.7539415015425905E-01 a      1029     1     6     2     4
  1.9693234680014465E-01 a      1030     1     6     2     5
  2.8898019543198644E-01 a      1031     1     6     2     6
 -2.3346766604465139E+00 a      1032     1     6     2     7
  3.8274134662843062E-01 a      1033     1     6     2     8
  7.5512469115554237E-01 a      1034     1     6     2     9
 -1.8060463600137115E+00 a      1035     1     6     2    10
 -1.3906981996145935E+00 a      1036     1     6     2    11
 -1.4302349799701062E+00 a      1037     1     6     2    12
  3.0128375405403257E-01 a      1038     1     6     2    13
 -9.3962349353511354E-01 a      1039     1     6     2    14
 -5.6025813590258121E-02 a      1040     1     6     2    15
  4.0167632958700267E-01 a      1041     1     6     2    16
  1.3018669657981192E+01 a      1042     1     6     2    17
 -7.8944008478960270E-01 a      1043     1     6     2    18
 -2.9121753285338625E-01 a      1044     1     6     2    19
  2.4098999364988400E+00 a      1045     1     6     2    20
  3.0794915320714239E-01 a      1046     1     6     2    21
 -6.9520384012351455E-01 a      1047     1     6     2    22
 -1.3738054176014416E+00 a      1048     1     6     2    23
  1.1793470549468186E+00 a      1049     1     6     2    24
  4.4148148495659562E-01 a      1050     1     6     2    25
 -4.7883969667105025E-01 a      1051     1     7     2     1
  1.8674967740294806E+00 a      1052     1     7     2     2
 -1.4989382825437130E+00 a      1053     1     7     2     3
  1.1304383043941635E+00 a      1054     1     7     2     4
  1.4112538648453798E+00 a      1055     1     7     2     5
 -4.2244162476041752E-01 a      1056     1     7     2     6
  3.9155399761338017E+00 a      1057     1     7     2     7
 -5.0895590235658532E-02 a      1058     1     7     2     8
  4.9277691622304731E-01 a      1059     1     7     2     9
 -7.3784530991493832E-02 a      1060     1     7     2    10
  9.6293991295948811E-01 a      1061     1     7     2    11
 -7.5674133416406975E-01 a      1062     1     7     2    12
  8.8958364234695153E-01 a      1063     1     7     2    13
 -5.2188015375407792E-01 a      1064     1     7     2    14
 -2.7888834675268309E-01 a      1065     1     7     2    15
  5.9769011610055112E-01 a      1066     1     7     2    16
  2.4616917507714065E+00 a      1067     1     7     2    17
 -2.4647654697005766E-01 a      1068     1     7     2    18
 -3.7758520221588787E+00 a      1069     1     7     2    19
  8.9927997315026520E+00 a      1070     1     7     2    20
  7.1000529026909664E-01 a      1071     1     7     2    21
