################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.2040099158647138E-01 a      1028     0    42     1     3
 -3.3634721508623864E+00 a      1029     0    42     1     4
  8.2803184577599396E+00 a      1030     0    42     1     5
 -1.4384059983296069E+00 a      1031     0    42     1     6
 -5.0726319477522939E+00 a      1032     0    42     1     7
 -2.0067647430048208E+00 a      1033     0    42     1     8
 -1.9818813585940760E+00 a      1034     0    42     1     9
 -6.6786063978671670E+00 a      1035     0    42     1    10
 -6.3755089154125510E-01 a      1036     0    42     1    11
 -5.2771610543276672E+00 a      1037     0    42     1    12
  4.3337268892924969E+00 a      1038     0    42     1    13
  1.3599250107555489E+00 a      1039     0    42     1    14
  1.7831374821299220E+00 a      1040     0    42     1    15
  2.0137327634430466E+00 a      1041     0    42     1    16
 -3.1200149906480110E+00 a      1042     0    42     1    17
  9.5508758598908083E-01 a      1043     0    42     1    18
 -1.0616628901961871E+00 a      1044     0    42     1    19
  5.2111613317871255E+00 a      1045     0    42     1    20
  1.1191707616559443E+00 a      1046     0    42     1    21
 -2.9596259372544370E-01 a      1047     0    42     1    22
 -8.1353299703164728E-01 a      1048     0    42     1    23
  2.3833538135588195E+00 a      1049     0    42     1    24
  2.4650135068338965E+00 a      1050     0    42     1    25
 -1.4645344616017415E+00 b      1051     1     1
  1.0685888203851908E+00 b      1052     1     2
 -8.9882231228381348E-01 b      1053     1     3
  5.8747989491170238E-01 b      1054     1     4
  7.0690689956871014E-02 b      1055     1     5
 -9.3549329998775199E-01 b      1056     1     6
 -1.7422841570129194E-01 b      1057     1     7
 -1.0623949912977890E+00 b      1058     1     8
 -1.8722466236403605E+00 b      1059     1     9
 -1.9676252477659925E-01 b      1060     1    10
 -1.9961468864964338E+00 b      1061     1    11
 -9.7279366527022670E-01 b      1062     1    12
 -8.3881121544984361E-01 b      1063     1    13
  4.1841151466503079E-01 b      1064     1    14
 -2.3386149103486040E-01 b      1065     1    15
  9.2657976633537265E-01 b      1066     1    16
  6.3370570810624705E-01 b      1067     1    17
  8.1063594584170995E-01 b      1068     1    18
  5.4207117438731178E-01 b      1069     1    19
 -2.5339605814840965E-01 b      1070     1    20
  8.5137824395736428E-01 b      1071     1    21
 -1.3951149157903239E-01 b      1072     1    22
  1.8357774970216854E+00 b      1073     1    23
 -6.3499225025217110E-01 b      1074     1    24
  7.8706950968112399E-01 b      1075     1    25
 -5.3478955953034746E-01 a      1076     1     1     2     1
  1.6137478988981182E+00 a      1077     1     1     2     2
  2.8779677051426749E+00 a      1078     1     1     2     3
 -2.6333575753551428E+00 a      1079     1     1     2     4
 -2.0281842945925406E+00 a      1080     1     1     2     5
  4.4354702303684046E-01 a      1081     1     1     2     6
  4.9426470978897266E+00 a      1082     1     1     2     7
 -4.0138158093988601E+00 a      1083     1     1     2     8
  3.8657652034524022E+00 a      1084     1     1     2     9
 -9.8157084688408087E+00 a      1085     1     1     2    10
 -1.0871200137931492E+00 a      1086     1     1     2    11
 -1.9704903923873469E+00 a      1087     1     1     2    12
  6.9993263793824942E+00 a      1088     1     1     2    13
  2.8585945932197583E+00 a      1089     1     1     2    14
  2.7660610871491154E-01 a      1090     1     1     2    15
 -3.7248806797059936E-01 a      1091     1     1     2    16
  2.6524319267775698E+00 a      1092     1     1     2    17
 -1.8288322730634121E-01 a      1093     1     1     2    18
 -3.4309253861308826E+00 a      1094     1     1     2    19
 -2.7353222736993517E+00 a      1095     1     1     2    20
 -2.8205737435305629E+00 a      1096     1     1     2    21
 -2.4914499122479530E+00 a      1097     1     1     2    22
 -1.3281556911772019E+00 a      1098     1     1     2    23
  4.2898130604115453E-01 a      1099     1     1     2    24
 -5.0328974035563618E+00 a      1100     1     1     2    25
 -7.9688181449316853E-01 a      1101     1     2     2     1
 -3.0633463540641381E+00 a      1102     1     2     2     2
 -3.1113275266472101E-01 a      1103     1     2     2     3
 -6.5039153075710021E-01 a      1104     1     2     2     4
  3.1288367193917477E+00 a      1105     1     2     2     5
  9.3494686098163149E-01 a      1106     1     2     2     6
 -1.8538762735883113E-01 a      1107     1     2     2     7
  2.1945605605947405E+00 a      1108     1     2     2     8
 -1.7299732467183293E+00 a      1109     1     2     2     9
 -5.5853557002754437E+00 a      1110     1     2     2    10
 -1.1550291974862235E+00 a      1111     1     2     2    11
  3.5257787410402830E-01 a      1112     1     2     2    12
  1.6479716814043550E+00 a      1113     1     2     2    13
 -2.6081074210700170E+00 a      1114     1     2     2    14
 -1.3072030841602380E+00 a      1115     1     2     2    15
  9.7546557447789273E-01 a      1116     1     2     2    16
 -4.5315447129080627E-01 a      1117     1     2     2    17
  2.5770247509215154E+00 a      1118     1     2     2    18
  6.3239791357677011E-01 a      1119     1     2     2    19
 -1.4748411958139754E-01 a      1120     1     2     2    20
  2.2544501628634048E+00 a      1121     1     2     2    21
  3.0229671459806564E+00 a      1122     1     2     2    22
  2.6788075026938820E+00 a      1123     1     2     2    23
 -2.0213244188896043E-01 a      1124     1     2     2    24
 -8.5376343653614502E+00 a      1125     1     2     2    25
  1.0977849401707156E+00 a      1126     1     3     2     1
  3.5214481622135685E-01 a      1127     1     3     2     2
  1.4082008843192138E+00 a      1128     1     3     2     3
  7.2337476218702135E-01 a      1129     1     3     2     4
  2.3404689932666103E+00 a      1130     1     3     2     5
 -1.3031408530261006E+00 a      1131     1     3     2     6
 -2.7463466924325282E+00 a      1132     1     3     2     7
  6.7529420189358022E-02 a      1133     1     3     2     8
 -1.6417863216392781E-01 a      1134     1     3     2     9
  4.6572850564743851E+00 a      1135     1     3     2    10
  1.1374178436650415E+00 a      1136     1     3     2    11
  5.9591343907261463E-01 a      1137     1     3     2    12
 -3.9897025747108517E+00 a      1138     1     3     2    13
  6.1268493692158610E-01 a      1139     1     3     2    14
  1.1132872222206134E+00 a      1140     1     3     2    15
 -3.8208953366020715E-01 a      1141     1     3     2    16
  1.0773789888604492E+00 a      1142     1     3     2    17
 -2.0566954315462338E+00 a      1143     1     3     2    18
  6.6791845416301960E+00 a      1144     1     3     2    19
  4.3483156257833429E+00 a      1145     1     3     2    20
  1.4222055482751066E+00 a      1146     1     3     2    21
 -5.3198366550468690E-01 a      1147     1     3     2    22
 -6.2483394068874187E-01 a      1148     1     3     2    23
 -4.4969657807595231E-01 a      1149     1     3     2    24
  1.0750372974851109E+01 a      1150     1     3     2    25
 -2.2037090404380826E+00 a      1151     1     4     2     1
  1.4287006752594886E+00 a      1152     1     4     2     2
  2.2785860946121179E+00 a      1153     1     4     2     3
  2.1610881941943336E-01 a      1154     1     4     2     4
  7.9783311445684946E-01 a      1155     1     4     2     5
 -6.4450012140452650E-02 a      1156     1     4     2     6
 -2.4824236316407644E+00 a      1157     1     4     2     7
  2.8655674084307583E-03 a      1158     1     4     2     8
  1.4670742920420925E+00 a      1159     1     4     2     9
  3.8669081956666540E+00 a      1160     1     4     2    10
 -5.6770874403110672E-01 a      1161     1     4     2    11
 -2.1921550712921445E-01 a      1162     1     4     2    12
  2.3207564444661496E-01 a      1163     1     4     2    13
  2.9675162720391968E-01 a      1164     1     4     2    14
 -2.3116276684242959E-01 a      1165     1     4     2    15
  3.6101077502500450E-01 a      1166     1     4     2    16
 -6.0515531594566518E-02 a      1167     1     4     2    17
 -3.1976672543264870E+00 a      1168     1     4     2    18
  2.0076966195076876E-01 a      1169     1     4     2    19
  1.5511555154470943E-01 a      1170     1     4     2    20
  3.1248852513727470E+00 a      1171     1     4     2    21
  3.9560747484746323E-01 a      1172     1     4     2    22
 -6.2391593487076298E-02 a      1173     1     4     2    23
 -2.9117656474178122E-01 a      1174     1     4     2    24
  3.4501603567962560E+00 a      1175     1     4     2    25
  1.4544780971012810E+00 a      1176     1     5     2     1
  1.3620551212913137E+00 a      1177     1     5     2     2
 -8.7088816915273848E-01 a      1178     1     5     2     3
  5.8825619425012765E-01 a      1179     1     5     2     4
  2.3260080641260203E-01 a      1180     1     5     2     5
 -3.2171859749536819E-01 a      1181     1     5     2     6
 -4.3325970717219873E+00 a      1182     1     5     2     7
 -3.2101503370483714E-01 a      1183     1     5     2     8
  3.6209177993529909E+00 a      1184     1     5     2     9
 -7.4877116268405670E+00 a      1185     1     5     2    10
  6.4156162891412638E-01 a      1186     1     5     2    11
 -3.3803046036077761E-01 a      1187     1     5     2    12
 -8.7476983602558206E-02 a      1188     1     5     2    13
 -8.5869590890399333E-02 a      1189     1     5     2    14
  4.0346414208186754E-01 a      1190     1     5     2    15
  7.0104079923590135E-01 a      1191     1     5     2    16
  4.2691258623592554E-01 a      1192     1     5     2    17
  2.3085421681765013E+00 a      1193     1     5     2    18
 -2.6093657352038511E+00 a      1194     1     5     2    19
  2.1158347850358270E+00 a      1195     1     5     2    20
 -1.0145892215125047E+00 a      1196     1     5     2    21
  6.7387962982673089E-01 a      1197     1     5     2    22
 -3.2316016486857463E-01 a      1198     1     5     2    23
  3.6599929409777754E-01 a      1199     1     5     2    24
  8.7097257057103650E-01 a      1200     1     5     2    25
  9.0784046057463819E-01 a      1201     1     6     2     1
 -4.7715775813732580E-01 a      1202     1     6     2     2
  2.6194109588237655E+00 a      1203     1     6     2     3
  2.3370479714195833E-01 a      1204     1     6     2     4
 -1.4001436555670026E+00 a      1205     1     6     2     5
  1.1362649497971733E+00 a      1206     1     6     2     6
  3.1933576290511345E+00 a      1207     1     6     2     7
  1.0138556153765284E-01 a      1208     1     6     2     8
  1.9550300143292125E+00 a      1209     1     6     2     9
  1.5137411510572408E+01 a      1210     1     6     2    10
 -6.7687283354697803E-01 a      1211     1     6     2    11
  1.8199023464017086E-01 a      1212     1     6     2    12
 -5.2326177203342610E+00 a      1213     1     6     2    13
 -3.4252381895183914E-01 a      1214     1     6     2    14
 -2.5102418021504119E-01 a      1215     1     6     2    15
  1.2116700437914469E+00 a      1216     1     6     2    16
  2.2679053510051568E+00 a      1217     1     6     2    17
 -4.7348738174255525E+00 a      1218     1     6     2    18
 -2.2660687821368404E+00 a      1219     1     6     2    19
  2.2640044931132994E-01 a      1220     1     6     2    20
 -2.5058154866218159E+00 a      1221     1     6     2    21
 -1.2657477822975849E+00 a      1222     1     6     2    22
 -2.0441668508569669E-01 a      1223     1     6     2    23
  8.1144749477006695E-01 a      1224     1     6     2    24
 -6.5218183572819166E+00 a      1225     1     6     2    25
 -9.5935093957087725E-01 a      1226     1     7     2     1
 -1.3485999664057875E+00 a      1227     1     7     2     2
 -3.3730522023930378E+00 a      1228     1     7     2     3
  5.0405269673577069E-01 a      1229     1     7     2     4
  3.3102783934010410E-01 a      1230     1     7     2     5
 -1.4361938422336745E-01 a      1231     1     7     2     6
 -6.4547749392815295E+00 a      1232     1     7     2     7
  2.7484447932427314E-01 a      1233     1     7     2     8
 -1.4994573946159395E-01 a      1234     1     7     2     9
 -1.0379201710182501E+01 a      1235     1     7     2    10
 -3.0716680076030733E-01 a      1236     1     7     2    11
 -2.6563578787688596E-01 a      1237     1     7     2    12
 -1.9231523855693402E+00 a      1238     1     7     2    13
 -1.4682813847995726E+00 a      1239     1     7     2    14
  1.9308845113326048E-01 a      1240     1     7     2    15
  4.0467750206368774E-01 a      1241     1     7     2    16
 -2.9632813474072872E-01 a      1242     1     7     2    17
  8.4692906122257591E-02 a      1243     1     7     2    18
  8.0610899086018317E-01 a      1244     1     7     2    19
 -9.7454965836456686E-01 a      1245     1     7     2    20
  1.3972977105782318E+00 a      1246     1     7     2    21
  3.8620866635588152E-01 a      1247     1     7     2    22
 -1.3221326168412473E-01 a      1248     1     7     2    23
  4.5436167281908113E-01 a      1249     1     7     2    24
 -1.7374688909579064E+00 a      1250     1     7     2    25
  2.5546046160811007E+00 a      1251     1     8     2     1
  6.8880521885857893E-01 a      1252     1     8     2     2
 -1.1040605425480281E+00 a      1253     1     8     2     3
 -1.5974330531092831E-01 a      1254     1     8     2     4
  1.7681870870080818E+00 a      1255     1     8     2     5
  1.0312053807620898E+00 a      1256     1     8     2     6
 -8.4875084916542427E+00 a      1257     1     8     2     7
  1.9889581305730952E-01 a      1258     1     8     2     8
 -3.1172304529056865E+00 a      1259     1     8     2     9
  1.9324293683064295E+00 a      1260     1     8     2    10
 -3.0309419765479095E-01 a      1261     1     8     2    11
 -1.3276389778989046E+00 a      1262     1     8     2    12
  7.9170209300367134E+00 a      1263     1     8     2    13
  9.4755509894615328E-02 a      1264     1     8     2    14
 -2.3764671343194261E+00 a      1265     1     8     2    15
  2.3460736363967657E-01 a      1266     1     8     2    16
  2.1702432599138399E+00 a      1267     1     8     2    17
  1.2638656253635535E+01 a      1268     1     8     2    18
  4.4240460383543861E-01 a      1269     1     8     2    19
 -1.1294993698153564E+00 a      1270     1     8     2    20
 -1.2047604285491879E-01 a      1271     1     8     2    21
  3.6457610362783206E+00 a      1272     1     8     2    22
  8.0579882785075541E-01 a      1273     1     8     2    23
 -3.1987802704210694E-01 a      1274     1     8     2    24
 -3.3104308102868498E+00 a      1275     1     8     2    25
  1.1473003948879688E+00 a      1276     1     9     2     1
 -8.8238119459898845E-01 a      1277     1     9     2     2
 -1.0358063584664678E+00 a      1278     1     9     2     3
 -4.6408117046748842E-01 a      1279     1     9     2     4
 -1.6043728112179987E+00 a      1280     1     9     2     5
 -3.1066901918079776E-01 a      1281     1     9     2     6
  2.6889528398763907E+00 a      1282     1     9     2     7
 -1.6643129865345052E+00 a      1283     1     9     2     8
  1.2778557313569849E+00 a      1284     1     9     2     9
 -5.8845870606376871E-01 a      1285     1     9     2    10
  9.7857497206182406E-02 a      1286     1     9     2    11
 -7.0014570142243659E-01 a      1287     1     9     2    12
 -5.4726292555428842E+00 a      1288     1     9     2    13
  7.8702883173864113E-01 a      1289     1     9     2    14
 -8.9742701552461640E-02 a      1290     1     9     2    15
 -1.2646980324830497E+00 a      1291     1     9     2    16
 -9.6245743418507695E-02 a      1292     1     9     2    17
 -7.7999746251395665E+00 a      1293     1     9     2    18
 -2.1661097529400530E+00 a      1294     1     9     2    19
 -3.2884502693883350E-01 a      1295     1     9     2    20
  2.1063141346003915E+00 a      1296     1     9     2    21
 -8.1360615021955962E-01 a      1297     1     9     2    22
 -4.9830859833022025E-02 a      1298     1     9     2    23
 -9.0739888668559066E-01 a      1299     1     9     2    24
  4.7861866504423922E+00 a      1300     1     9     2    25
 -1.4972436704017793E+00 a      1301     1    10     2     1
  3.2685828569893499E-01 a      1302     1    10     2     2
  8.6316961294658001E-01 a      1303     1    10     2     3
 -2.9049364162408831E-01 a      1304     1    10     2     4
  1.1706255915340751E+00 a      1305     1    10     2     5
 -1.3814566166777958E-01 a      1306     1    10     2     6
  3.5808490625768696E+00 a      1307     1    10     2     7
  2.5664634342772408E-01 a      1308     1    10     2     8
 -2.3531983867660877E-01 a      1309     1    10     2     9
 -2.9777924558246252E+00 a      1310     1    10     2    10
 -3.1159096791218177E-01 a      1311     1    10     2    11
 -4.0369433767340301E-01 a      1312     1    10     2    12
  2.6610687724033339E+00 a      1313     1    10     2    13
 -3.8063514216221594E-01 a      1314     1    10     2    14
  1.8547811646337289E-01 a      1315     1    10     2    15
  3.1501190922756905E-01 a      1316     1    10     2    16
  2.6251757554684024E-01 a      1317     1    10     2    17
 -1.0469676157847734E+00 a      1318     1    10     2    18
 -1.7334133143403563E+00 a      1319     1    10     2    19
  6.5241802722256403E-01 a      1320     1    10     2    20
 -2.7852144338932763E+00 a      1321     1    10     2    21
  7.7597987952133152E-01 a      1322     1    10     2    22
  3.9197769229371029E-02 a      1323     1    10     2    23
  3.4866934717509751E-01 a      1324     1    10     2    24
 -2.2810447585440135E+00 a      1325     1    10     2    25
 -4.9990064546308233E+00 a      1326     1    11     2     1
  2.5508417434635549E+00 a      1327     1    11     2     2
  2.6476770202096289E+00 a      1328     1    11     2     3
 -1.0764414320387661E+00 a      1329     1    11     2     4
  3.8830190379034883E+00 a      1330     1    11     2     5
 -2.1252590311400993E-01 a      1331     1    11     2     6
  4.4361752566472878E+00 a      1332     1    11     2     7
 -2.8587215960793042E+00 a      1333     1    11     2     8
 -2.0254193309845236E+00 a      1334     1    11     2     9
 -8.4264173594817642E+00 a      1335     1    11     2    10
 -1.5615903472212342E+00 a      1336     1    11     2    11
  9.9998085789606117E-01 a      1337     1    11     2    12
 -4.6847917183974781E+00 a      1338     1    11     2    13
 -5.4108788353733885E+00 a      1339     1    11     2    14
 -2.8958674118074943E+00 a      1340     1    11     2    15
  8.2186005260685069E-01 a      1341     1    11     2    16
 -2.6988900826782083E+00 a      1342     1    11     2    17
 -6.5887248711831088E+00 a      1343     1    11     2    18
 -6.1179095750926766E+00 a      1344     1    11     2    19
  2.6826780593484495E-01 a      1345     1    11     2    20
  6.6495208939461836E+00 a      1346     1    11     2    21
  1.4073571697199196E+00 a      1347     1    11     2    22
  1.7947008773644417E+00 a      1348     1    11     2    23
 -5.2245595717691529E-01 a      1349     1    11     2    24
 -2.9177916400226880E+00 a      1350     1    11     2    25
 -1.5204480092534642E+00 a      1351     1    12     2     1
  7.8683394253997521E-02 a      1352     1    12     2     2
 -1.5381499466554573E+00 a      1353     1    12     2     3
  8.9878899249022859E-01 a      1354     1    12     2     4
  2.2555193623975259E-01 a      1355     1    12     2     5
  8.9006465392521072E-01 a      1356     1    12     2     6
 -5.2747303597651998E+00 a      1357     1    12     2     7
  1.4359767545144482E+00 a      1358     1    12     2     8
  2.4348619645952922E+00 a      1359     1    12     2     9
  8.9100697208477744E+00 a      1360     1    12     2    10
  9.2503837525700527E-01 a      1361     1    12     2    11
  1.2404456404081339E+00 a      1362     1    12     2    12
  6.0613040931179685E-01 a      1363     1    12     2    13
  6.7657235976356533E-01 a      1364     1    12     2    14
 -2.1688978651330850E+00 a      1365     1    12     2    15
 -1.0626255767370902E+00 a      1366     1    12     2    16
 -1.2964401788254329E+00 a      1367     1    12     2    17
  4.9818624994851737E+00 a      1368     1    12     2    18
  4.3758599671012259E+00 a      1369     1    12     2    19
 -1.6387272511471895E+00 a      1370     1    12     2    20
 -8.2491442024357609E-01 a      1371     1    12     2    21
  2.8652744205463438E+00 a      1372     1    12     2    22
  1.1734155139154787E+00 a      1373     1    12     2    23
 -4.5413911863247181E-01 a      1374     1    12     2    24
 -6.2952855415033904E+00 a      1375     1    12     2    25
  2.3533283614674336E+00 a      1376     1    13     2     1
  7.0615114895686115E-01 a      1377     1    13     2     2
  8.1448908039182710E-01 a      1378     1    13     2     3
  2.5891790692503658E-01 a      1379     1    13     2     4
 -2.3849128737922314E+00 a      1380     1    13     2     5
  7.3844915633331587E-01 a      1381     1    13     2     6
 -4.3734259661469723E+00 a      1382     1    13     2     7
  2.5782399627960584E-01 a      1383     1    13     2     8
  4.4704404904052607E-02 a      1384     1    13     2     9
  2.7052395528598008E+00 a      1385     1    13     2    10
  8.9959727915108437E-02 a      1386     1    13     2    11
 -5.5702926490939619E-01 a      1387     1    13     2    12
  6.3242747970185338E+00 a      1388     1    13     2    13
  1.5343499253044250E+00 a      1389     1    13     2    14
 -7.6647231194842957E-01 a      1390     1    13     2    15
 -2.1324686486917521E-01 a      1391     1    13     2    16
 -1.3176803412799962E+00 a      1392     1    13     2    17
  1.4358045227375600E+01 a      1393     1    13     2    18
 -3.8975470105952672E+00 a      1394     1    13     2    19
  5.3529630171634901E-01 a      1395     1    13     2    20
 -5.6779804184018916E+00 a      1396     1    13     2    21
  5.8132075927134197E-01 a      1397     1    13     2    22
  6.5672126316796553E-01 a      1398     1    13     2    23
 -1.6776086715144847E-01 a      1399     1    13     2    24
  2.3716370082704596E+00 a      1400     1    13     2    25
 -1.3878700558266863E+00 a      1401     1    14     2     1
 -8.8319720554804693E-01 a      1402     1    14     2     2
  2.8529876655018285E+00 a      1403     1    14     2     3
  9.6794352105631132E-01 a      1404     1    14     2     4
  7.7632505658904394E-01 a      1405     1    14     2     5
 -2.3392073252937884E-01 a      1406     1    14     2     6
 -1.2383287199985682E+00 a      1407     1    14     2     7
 -1.4971151266622860E+00 a      1408     1    14     2     8
  1.2945668148368067E-01 a      1409     1    14     2     9
  7.0523051705564521E-01 a      1410     1    14     2    10
 -3.2470970111238845E-01 a      1411     1    14     2    11
 -2.7696977487090968E-01 a      1412     1    14     2    12
  4.8148525191864966E+00 a      1413     1    14     2    13
  1.4487684789446598E+00 a      1414     1    14     2    14
 -4.7138831007400361E-01 a      1415     1    14     2    15
 -6.7386577073094667E-01 a      1416     1    14     2    16
  1.9469832198035109E-01 a      1417     1    14     2    17
 -3.0803255067997826E-01 a      1418     1    14     2    18
  1.0775356544289234E+00 a      1419     1    14     2    19
 -7.2059573278350841E-01 a      1420     1    14     2    20
  4.2496074493380513E+00 a      1421     1    14     2    21
 -9.6664832975127835E-01 a      1422     1    14     2    22
 -4.4190429149809094E-03 a      1423     1    14     2    23
 -6.3482652665678263E-01 a      1424     1    14     2    24
  6.2411549323404198E+00 a      1425     1    14     2    25
  2.1182560911093903E-01 a      1426     1    15     2     1
  2.3444396343795512E-02 a      1427     1    15     2     2
  5.5998038752762227E+00 a      1428     1    15     2     3
 -5.1551876507850269E-01 a      1429     1    15     2     4
  1.5023026228873648E+00 a      1430     1    15     2     5
  3.4424778650354682E-01 a      1431     1    15     2     6
  1.1414630924106570E+01 a      1432     1    15     2     7
  9.9929051864945231E-02 a      1433     1    15     2     8
  2.8262280020700348E-01 a      1434     1    15     2     9
  7.4828929498078312E-01 a      1435     1    15     2    10
 -1.0042474799916619E-01 a      1436     1    15     2    11
  3.7573417653248598E-01 a      1437     1    15     2    12
  4.8997549036728554E+00 a      1438     1    15     2    13
 -2.2578427020276004E-01 a      1439     1    15     2    14
 -2.2879332729854523E-01 a      1440     1    15     2    15
 -3.7360279075682519E-02 a      1441     1    15     2    16
  1.3431743270617060E+00 a      1442     1    15     2    17
 -1.0369636982782757E+00 a      1443     1    15     2    18
  2.1106850380002338E+00 a      1444     1    15     2    19
 -2.3862407923486475E+00 a      1445     1    15     2    20
 -8.3546135815494849E-01 a      1446     1    15     2    21
  1.7280054529698743E-02 a      1447     1    15     2    22
  1.6118111359207161E-02 a      1448     1    15     2    23
 -5.0421225792724367E-01 a      1449     1    15     2    24
 -5.3381130296185555E+00 a      1450     1    15     2    25
 -7.7727638063997173E-01 a      1451     1    16     2     1
 -8.7030126550923592E-01 a      1452     1    16     2     2
 -3.3881101246526235E+00 a      1453     1    16     2     3
 -4.2171776142687567E-01 a      1454     1    16     2     4
  7.2418646037051504E-01 a      1455     1    16     2     5
  1.8089511969740441E-01 a      1456     1    16     2     6
  1.3104428779501904E+00 a      1457     1    16     2     7
  4.2389174699676657E-01 a      1458     1    16     2     8
  6.0256428291630071E-01 a      1459     1    16     2     9
 -1.5894793741427179E-01 a      1460     1    16     2    10
 -8.7604701864382295E-01 a      1461     1    16     2    11
  4.9903629493394364E-01 a      1462     1    16     2    12
 -3.7554438060685458E+00 a      1463     1    16     2    13
 -6.9230601284351212E-01 a      1464     1    16     2    14
  1.4069367091524387E-01 a      1465     1    16     2    15
 -7.9985860505430162E-02 a      1466     1    16     2    16
 -5.5551619922601592E-01 a      1467     1    16     2    17
 -3.3705057935946553E-01 a      1468     1    16     2    18
 -5.2817687592012295E+00 a      1469     1    16     2    19
 -1.3129591269776140E+00 a      1470     1    16     2    20
 -8.9368757003803445E-01 a      1471     1    16     2    21
  5.0129414443963782E-01 a      1472     1    16     2    22
  2.7978921850565314E-01 a      1473     1    16     2    23
 -3.1753707183005625E-01 a      1474     1    16     2    24
 -3.6639163790981861E+00 a      1475     1    16     2    25
 -7.1008772066068704E-01 a      1476     1    17     2     1
  1.1831512520005567E+00 a      1477     1    17     2     2
  4.6770537546098601E-01 a      1478     1    17     2     3
 -1.4667626042979492E-01 a      1479     1    17     2     4
 -9.9235626867978111E-01 a      1480     1    17     2     5
 -3.5911486305394286E-01 a      1481     1    17     2     6
  5.5126861538206784E-02 a      1482     1    17     2     7
 -1.1262543356304926E+00 a      1483     1    17     2     8
  5.2957070971160081E-01 a      1484     1    17     2     9
 -3.3064464148894444E+00 a      1485     1    17     2    10
 -2.1530496760352313E-01 a      1486     1    17     2    11
 -7.2934414538782644E-01 a      1487     1    17     2    12
  1.7865695078936776E+00 a      1488     1    17     2    13
  1.4478154484547863E+00 a      1489     1    17     2    14
 -5.7455354705344519E-01 a      1490     1    17     2    15
 -9.5481607418089887E-01 a      1491     1    17     2    16
  6.2908021218132049E-02 a      1492     1    17     2    17
 -3.1880775470185254E+00 a      1493     1    17     2    18
 -2.0148667293538078E-01 a      1494     1    17     2    19
 -2.9845745579643363E+00 a      1495     1    17     2    20
  1.3969020790478173E+00 a      1496     1    17     2    21
  1.0821723999200477E+00 a      1497     1    17     2    22
 -8.5530234242561132E-01 a      1498     1    17     2    23
 -2.7273369729929153E-01 a      1499     1    17     2    24
 -3.1089848509022309E+00 a      1500     1    17     2    25
 -5.2052808359276002E+00 a      1501     1    18     2     1
  7.6657029383841793E-02 a      1502     1    18     2     2
  3.8267418450200857E-01 a      1503     1    18     2     3
 -4.8036160435546554E-01 a      1504     1    18     2     4
  1.3425940146685331E+00 a      1505     1    18     2     5
  4.9923019501506560E-01 a      1506     1    18     2     6
  4.2498492260756687E-01 a      1507     1    18     2     7
  1.6764493367571802E+00 a      1508     1    18     2     8
 -2.9932009830120525E+00 a      1509     1    18     2     9
  3.3852611239112811E+00 a      1510     1    18     2    10
 -1.0990674365859290E+00 a      1511     1    18     2    11
 -7.5468626960154439E-02 a      1512     1    18     2    12
  5.0070208421083287E+00 a      1513     1    18     2    13
 -1.1015269284589664E+00 a      1514     1    18     2    14
 -1.7629860536379978E+00 a      1515     1    18     2    15
 -1.0799851856686288E-01 a      1516     1    18     2    16
 -8.5725802223650405E-01 a      1517     1    18     2    17
 -3.1679235932436640E+00 a      1518     1    18     2    18
  5.4685428569764190E+00 a      1519     1    18     2    19
 -1.8220910880810746E+00 a      1520     1    18     2    20
  4.3075207544003380E+00 a      1521     1    18     2    21
  1.5701956760812283E+00 a      1522     1    18     2    22
  1.2277174923138678E+00 a      1523     1    18     2    23
 -2.0050086825515395E-01 a      1524     1    18     2    24
  1.2595734691342224E+00 a      1525     1    18     2    25
  2.4898273392586687E+00 a      1526     1    19     2     1
  2.2637606520073943E+00 a      1527     1    19     2     2
  5.1450858266785925E-03 a      1528     1    19     2     3
  1.0799574453609274E-01 a      1529     1    19     2     4
 -2.0047477447701274E+00 a      1530     1    19     2     5
  4.2291287780053388E-01 a      1531     1    19     2     6
  3.2819241510282526E+00 a      1532     1    19     2     7
 -5.1202664543366128E-01 a      1533     1    19     2     8
  2.2473220201714446E+00 a      1534     1    19     2     9
  8.0597241515978121E-02 a      1535     1    19     2    10
 -1.0885028256544595E+00 a      1536     1    19     2    11
  4.5689105648236539E-01 a      1537     1    19     2    12
  2.7708977293908297E+00 a      1538     1    19     2    13
  1.4170939654145183E+00 a      1539     1    19     2    14
 -7.5745975376013774E-01 a      1540     1    19     2    15
  5.8036231078970846E-01 a      1541     1    19     2    16
  1.9695881248991181E+00 a      1542     1    19     2    17
  3.1537224818871885E+00 a      1543     1    19     2    18
 -8.0714950112307982E+00 a      1544     1    19     2    19
  3.1929759068137340E+00 a      1545     1    19     2    20
 -5.6831523719633825E+00 a      1546     1    19     2    21
  7.3501778633741133E-01 a      1547     1    19     2    22
  1.5733596225175128E+00 a      1548     1    19     2    23
 -6.1836958109536289E-01 a      1549     1    19     2    24
 -2.9582810697614272E+00 a      1550     1    19     2    25
